date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,aircraft_type,passengers_affected,reason
2026-05-19,KLM,KL4915,Madrid,Mexico City,Spain,Mexico,Europe,Latin America,Airbus A320neo,332,Crew safety — company policy
2026-05-19,flydubai,FL5026,Auckland,Singapore,New Zealand,Singapore,Asia Pacific,Asia Pacific,Airbus A320neo,352,Temporary corridor suspension — safety bulletin
2026-05-19,Aeromexico,AE9170,London,Mexico City,UK,Mexico,Europe,Latin America,Airbus A321neo,167,Airport closure — military activity
2026-05-19,Air Canada,AI1619,Seoul,Dubai,South Korea,UAE,Asia Pacific,Middle East,Airbus A350-900,264,Fuel supply disruption
2026-05-19,DHL Aviation,DH2396,London,Beijing,UK,China,Europe,Asia Pacific,Boeing 737 MAX 8,107,Airspace closure — NOTAM
2026-05-19,Air Arabia,AI2199,London,Muscat,UK,Oman,Europe,Middle East,Airbus A321neo,302,Government travel ban
2026-05-19,TAP Air Portugal,TA2628,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Boeing 777-300ER,188,Insurance restriction — war zone
2026-05-19,Air Arabia,AI9578,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Boeing 737 MAX 8,371,Crew safety — company policy
2026-05-19,TAP Air Portugal,TA1568,London,Bahrain,UK,Bahrain,Europe,Middle East,Airbus A350-900,349,Crew safety — company policy
2026-05-19,Ryanair,RY9110,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A320neo,81,Crew duty-time exceedance after long reroutes
2026-05-19,Copa Airlines,CO3814,London,Seoul,UK,South Korea,Europe,Asia Pacific,Boeing 787-9 Dreamliner,357,Airspace closure — NOTAM
2026-05-19,Iran Air,IR3477,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Boeing 777-200LR,343,Airspace closure — NOTAM
2026-05-19,Qatar Airways,QA5028,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Boeing 787-10 Dreamliner,430,Fuel supply disruption
2026-05-19,Vietnam Airlines,VI2076,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Boeing 787-10 Dreamliner,237,ATC flow restrictions — congestion
2026-05-19,Air France,AI1392,Kuwait City,Cairo,Kuwait,Egypt,Middle East,North Africa,Airbus A320neo,441,Security risk — conflict zone
2026-05-19,China Eastern,CH9024,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Airbus A340-600,337,Temporary corridor suspension — safety bulletin
2026-05-19,Cargolux,CA3507,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Airbus A320neo,390,Fuel supply disruption
2026-05-20,easyJet,EA5768,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Airbus A330-300,333,ATC flow restrictions — congestion
2026-05-20,Air China,AI7665,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Boeing 787-10 Dreamliner,446,Crew duty-time exceedance after long reroutes
2026-05-20,FedEx Express,FE8816,Toronto,Doha,Canada,Qatar,North America,Middle East,Airbus A340-600,253,Security risk — conflict zone
2026-05-20,LOT Polish Airlines,LO2308,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Boeing 737-800,308,Government travel ban
2026-05-20,Singapore Airlines,SI8835,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Airbus A321neo,391,Security risk — conflict zone
2026-05-20,ANA,AN1463,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Airbus A340-600,429,Crew duty-time exceedance after long reroutes
2026-05-20,UPS Airlines,UP6601,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Boeing 787-10 Dreamliner,399,ATC flow restrictions — congestion
2026-05-20,Iberia,IB8032,London,Singapore,UK,Singapore,Europe,Asia Pacific,Boeing 777-300ER,213,Government travel ban
2026-05-20,Aeroflot,AE5739,Dubai,Delhi,UAE,India,Middle East,South Asia,Boeing 777-200LR,121,Crew safety — company policy
2026-05-20,IndiGo,IN9668,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Boeing 777-200LR,115,Security risk — conflict zone
2026-05-20,IndiGo,IN9998,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Boeing 777-200LR,97,Fuel supply disruption
2026-05-20,Delta Air Lines,DE1756,New York,Dubai,USA,UAE,North America,Middle East,Airbus A350-900,184,Government travel ban
2026-05-20,United Airlines,UN2953,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A320neo,164,Crew duty-time exceedance after long reroutes
2026-05-20,Avianca,AV6448,Mumbai,Dubai,India,UAE,South Asia,Middle East,Boeing 737-800,146,Fuel supply disruption
2026-05-20,Vietnam Airlines,VI8259,London,Kuwait City,UK,Kuwait,Europe,Middle East,Airbus A320neo,349,Crew safety — company policy
2026-05-20,Oman Air,OM3811,London,Santiago,UK,Chile,Europe,Latin America,Airbus A340-600,123,Fuel supply disruption
2026-05-20,Emirates SkyCargo,EM7217,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 787-9 Dreamliner,142,Insurance restriction — war zone
2026-05-20,Delta Air Lines,DE3527,Auckland,Singapore,New Zealand,Singapore,Asia Pacific,Asia Pacific,Boeing 737-800,402,Fuel supply disruption
2026-05-20,Vietnam Airlines,VI9995,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Boeing 737-800,195,Insurance restriction — war zone
2026-05-20,Korean Air,KO8948,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Airbus A350-900,258,Airspace closure — NOTAM
2026-05-20,WestJet,WE7275,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Airbus A321neo,308,Crew safety — company policy
2026-05-20,IndiGo,IN316,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Boeing 777-200LR,401,Government travel ban
2026-05-20,Iran Air,IR2017,Riyadh,Islamabad,Saudi Arabia,Pakistan,Middle East,South Asia,Airbus A320neo,124,Diplomatic advisory — do not fly
2026-05-20,Copa Airlines,CO5124,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Boeing 777-200LR,410,Insurance restriction — war zone
2026-05-20,Lufthansa,LU4573,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Boeing 777-200LR,293,Crew safety — company policy
2026-05-20,IndiGo,IN8331,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Airbus A321neo,249,Fuel supply disruption
2026-05-20,flydubai,FL3123,Dubai,Delhi,UAE,India,Middle East,South Asia,Airbus A350-900,211,Temporary corridor suspension — safety bulletin
2026-05-20,Mahan Air,MA7453,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Airbus A330-300,259,Security risk — conflict zone
2026-05-20,Air India,AI4770,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Boeing 777-200LR,210,Airport closure — military activity
2026-05-20,KLM,KL5313,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Boeing 737-800,178,Fuel supply disruption
2026-05-21,LATAM Airlines,LA1844,Dubai,Vancouver,UAE,Canada,Middle East,North America,Airbus A320neo,300,ATC flow restrictions — congestion
2026-05-21,FedEx Express,FE6180,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Boeing 777-200LR,381,Airport closure — military activity
2026-05-21,Mahan Air,MA3060,London,Bahrain,UK,Bahrain,Europe,Middle East,Airbus A330-300,394,Diplomatic advisory — do not fly
2026-05-21,Aeromexico,AE4222,Ho Chi Minh City,Doha,Vietnam,Qatar,Asia Pacific,Middle East,Airbus A380-800,334,Insurance restriction — war zone
2026-05-21,Air Algerie,AI9692,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Boeing 787-10 Dreamliner,133,Diplomatic advisory — do not fly
2026-05-21,Qantas,QA9090,Bahrain,London,Bahrain,UK,Middle East,Europe,Airbus A320neo,238,Government travel ban
2026-05-21,Lufthansa,LU8981,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Airbus A340-600,197,Fuel supply disruption
2026-05-21,Gulf Air,GU4111,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Boeing 737 MAX 8,296,Government travel ban
2026-05-21,Kuwait Airways,KU3237,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Boeing 787-10 Dreamliner,335,Diplomatic advisory — do not fly
2026-05-21,TAP Air Portugal,TA716,Dubai,Islamabad,UAE,Pakistan,Middle East,South Asia,Boeing 787-10 Dreamliner,131,Fuel supply disruption
2026-05-21,United Airlines,UN5230,Dubai,Vancouver,UAE,Canada,Middle East,North America,Airbus A320neo,181,ATC flow restrictions — congestion
2026-05-21,Air France,AI6526,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Airbus A340-600,236,Airport closure — military activity
2026-05-21,Delta Air Lines,DE7373,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Boeing 737-800,171,Airport closure — military activity
2026-05-21,Air China,AI5158,Doha,Chicago,Qatar,USA,Middle East,North America,Boeing 737 MAX 8,217,Diplomatic advisory — do not fly
2026-05-21,Azul Brazilian Airlines,AZ2929,Mumbai,Kuwait City,India,Kuwait,South Asia,Middle East,Boeing 777-300ER,151,Security risk — conflict zone
2026-05-21,Garuda Indonesia,GA6602,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Boeing 737-800,362,Insurance restriction — war zone
2026-05-21,DHL Aviation,DH9671,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A340-600,443,Airspace closure — NOTAM
2026-05-21,Air France,AI5587,London,São Paulo,UK,Brazil,Europe,Latin America,Airbus A340-600,185,Security risk — conflict zone
2026-05-21,Japan Airlines,JA696,London,Los Angeles,UK,USA,Europe,North America,Boeing 777-200LR,281,Security risk — conflict zone
2026-05-22,Azul Brazilian Airlines,AZ5858,Cairo,Kuwait City,Egypt,Kuwait,North Africa,Middle East,Airbus A380-800,382,Crew safety — company policy
2026-05-22,Air China,AI5492,Los Angeles,Singapore,USA,Singapore,North America,Asia Pacific,Airbus A340-600,103,Airspace closure — NOTAM
2026-05-22,flydubai,FL8185,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Airbus A320neo,260,ATC flow restrictions — congestion
2026-05-22,WestJet,WE5392,Santiago,London,Chile,UK,Latin America,Europe,Airbus A380-800,234,Diplomatic advisory — do not fly
2026-05-22,LATAM Airlines,LA1898,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Boeing 737 MAX 8,427,Diplomatic advisory — do not fly
2026-05-22,Cathay Pacific,CA6495,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Airbus A340-600,350,Security risk — conflict zone
2026-05-22,Air Arabia,AI4614,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Boeing 737-800,80,ATC flow restrictions — congestion
2026-05-22,British Airways,BR7529,Madrid,Bogotá,Spain,Colombia,Europe,Latin America,Boeing 777-200LR,147,Government travel ban
2026-05-22,Saudi Arabian Airlines,SA8117,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Airbus A380-800,174,Airspace closure — NOTAM
2026-05-22,Ryanair,RY6129,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Airbus A350-900,391,Temporary corridor suspension — safety bulletin
2026-05-22,Cargolux,CA588,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Airbus A320neo,104,Temporary corridor suspension — safety bulletin
2026-05-22,Emirates SkyCargo,EM6754,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Airbus A350-900,371,Diplomatic advisory — do not fly
2026-05-22,Saudi Arabian Airlines,SA4638,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Boeing 737 MAX 8,317,ATC flow restrictions — congestion
2026-05-22,Avianca,AV7296,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Boeing 787-9 Dreamliner,89,Fuel supply disruption
2026-05-22,Mahan Air,MA3830,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 787-10 Dreamliner,356,Airport closure — military activity
2026-05-22,Saudi Arabian Airlines,SA558,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Boeing 777-200LR,88,Temporary corridor suspension — safety bulletin
2026-05-22,Singapore Airlines,SI855,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Airbus A321neo,246,Crew safety — company policy
2026-05-22,American Airlines,AM2064,Moscow,Doha,Russia,Qatar,Europe,Middle East,Boeing 777-200LR,273,Crew duty-time exceedance after long reroutes
2026-05-22,Vietnam Airlines,VI6067,Chicago,Dubai,USA,UAE,North America,Middle East,Airbus A350-900,366,Crew duty-time exceedance after long reroutes
2026-05-22,Gulf Air,GU9335,Dubai,Addis Ababa,UAE,Ethiopia,Middle East,Africa,Boeing 777-200LR,178,Fuel supply disruption
2026-05-22,UPS Airlines,UP3561,Doha,Addis Ababa,Qatar,Ethiopia,Middle East,Africa,Boeing 737-800,446,Fuel supply disruption
2026-05-22,Copa Airlines,CO753,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Boeing 737-800,328,Insurance restriction — war zone
2026-05-23,Asiana Airlines,AS9288,Los Angeles,Doha,USA,Qatar,North America,Middle East,Airbus A380-800,353,Airspace closure — NOTAM
2026-05-23,Asiana Airlines,AS3993,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Airbus A330-300,351,Security risk — conflict zone
2026-05-23,Cargolux,CA3767,Paris,Doha,France,Qatar,Europe,Middle East,Boeing 777-200LR,191,Temporary corridor suspension — safety bulletin
2026-05-23,Cathay Pacific,CA5566,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Airbus A350-900,156,Insurance restriction — war zone
2026-05-23,Air India,AI5020,London,São Paulo,UK,Brazil,Europe,Latin America,Boeing 787-10 Dreamliner,341,ATC flow restrictions — congestion
2026-05-23,Wizz Air,WI1263,Dubai,Madrid,UAE,Spain,Middle East,Europe,Airbus A340-600,447,Fuel supply disruption
2026-05-23,SpiceJet,SP241,Doha,Toronto,Qatar,Canada,Middle East,North America,Airbus A330-300,324,Crew safety — company policy
2026-05-23,British Airways,BR5589,London,Singapore,UK,Singapore,Europe,Asia Pacific,Airbus A330-300,82,Crew duty-time exceedance after long reroutes
2026-05-23,WestJet,WE3239,Istanbul,Tehran,Turkey,Iran,Middle East,Middle East,Boeing 787-9 Dreamliner,290,Government travel ban
2026-05-23,Asiana Airlines,AS5098,Beijing,London,China,UK,Asia Pacific,Europe,Boeing 787-10 Dreamliner,377,Airport closure — military activity
2026-05-23,Singapore Airlines,SI9014,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Airbus A380-800,358,Government travel ban
2026-05-23,LOT Polish Airlines,LO4386,Abu Dhabi,London,UAE,UK,Middle East,Europe,Boeing 737 MAX 8,137,Airspace closure — NOTAM
2026-05-23,EgyptAir,EG9296,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Airbus A380-800,243,Crew duty-time exceedance after long reroutes
2026-05-23,Pakistan International Airlines,PA6614,Kuala Lumpur,London,Malaysia,UK,Asia Pacific,Europe,Airbus A350-900,219,Diplomatic advisory — do not fly
2026-05-23,Air France,AI4336,São Paulo,London,Brazil,UK,Latin America,Europe,Airbus A350-900,390,Airport closure — military activity
2026-05-23,Aeromexico,AE5634,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Airbus A380-800,410,Crew safety — company policy
2026-05-23,South African Airways,SO905,Paris,Casablanca,France,Morocco,Europe,Africa,Boeing 787-10 Dreamliner,295,Crew safety — company policy
2026-05-24,China Southern,CH6132,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Boeing 737-800,91,Crew safety — company policy
2026-05-24,easyJet,EA2285,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Airbus A330-300,254,Security risk — conflict zone
2026-05-24,Air Canada,AI4794,London,Toronto,UK,Canada,Europe,North America,Boeing 787-9 Dreamliner,437,Government travel ban
2026-05-24,Delta Air Lines,DE5263,Doha,New York,Qatar,USA,Middle East,North America,Boeing 787-10 Dreamliner,208,Diplomatic advisory — do not fly
2026-05-24,Iberia,IB1255,Doha,Moscow,Qatar,Russia,Middle East,Europe,Airbus A321neo,207,Airport closure — military activity
2026-05-24,Air China,AI5785,Toronto,Doha,Canada,Qatar,North America,Middle East,Airbus A340-600,449,Temporary corridor suspension — safety bulletin
2026-05-24,Japan Airlines,JA503,Dubai,Moscow,UAE,Russia,Middle East,Europe,Boeing 787-9 Dreamliner,108,Government travel ban
2026-05-24,Aeroflot,AE2709,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Airbus A320neo,169,Airspace closure — NOTAM
2026-05-24,South African Airways,SO1570,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A320neo,255,Security risk — conflict zone
2026-05-24,Kenya Airways,KE2339,Beijing,London,China,UK,Asia Pacific,Europe,Boeing 777-300ER,376,Diplomatic advisory — do not fly
2026-05-24,Asiana Airlines,AS2226,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Boeing 787-9 Dreamliner,363,Airspace closure — NOTAM
2026-05-24,Gulf Air,GU4432,São Paulo,London,Brazil,UK,Latin America,Europe,Airbus A321neo,436,Government travel ban
2026-05-24,KLM,KL7790,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Boeing 777-200LR,290,Temporary corridor suspension — safety bulletin
2026-05-24,Etihad Airways,ET3445,New York,Doha,USA,Qatar,North America,Middle East,Boeing 777-200LR,391,Fuel supply disruption
2026-05-24,Air China,AI3585,Guangzhou,Dubai,China,UAE,Asia Pacific,Middle East,Airbus A320neo,301,Government travel ban
2026-05-24,IndiGo,IN1628,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Boeing 787-9 Dreamliner,360,ATC flow restrictions — congestion
2026-05-24,Oman Air,OM6431,New York,Dubai,USA,UAE,North America,Middle East,Boeing 737-800,332,Temporary corridor suspension — safety bulletin
2026-05-24,LATAM Airlines,LA7093,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Boeing 777-200LR,298,Crew duty-time exceedance after long reroutes
2026-05-24,UPS Airlines,UP9157,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Airbus A380-800,377,Crew duty-time exceedance after long reroutes
2026-05-24,SAS,SA5787,Los Angeles,London,USA,UK,North America,Europe,Boeing 737 MAX 8,230,Fuel supply disruption
2026-05-25,Southwest Airlines,SO4034,Istanbul,Tehran,Turkey,Iran,Middle East,Middle East,Boeing 777-300ER,301,Airspace closure — NOTAM
2026-05-25,Avianca,AV6095,Dubai,Mumbai,UAE,India,Middle East,South Asia,Boeing 787-9 Dreamliner,226,Fuel supply disruption
2026-05-25,Garuda Indonesia,GA664,Moscow,Dubai,Russia,UAE,Europe,Middle East,Airbus A350-900,81,Crew duty-time exceedance after long reroutes
2026-05-25,British Airways,BR4094,Doha,Seoul,Qatar,South Korea,Middle East,Asia Pacific,Airbus A321neo,196,Crew safety — company policy
2026-05-25,SpiceJet,SP3275,Dubai,Madrid,UAE,Spain,Middle East,Europe,Boeing 777-200LR,282,Government travel ban
2026-05-25,Qatar Airways,QA7607,Muscat,London,Oman,UK,Middle East,Europe,Boeing 777-200LR,299,ATC flow restrictions — congestion
2026-05-25,LATAM Airlines,LA4585,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Boeing 737-800,247,Insurance restriction — war zone
2026-05-25,SpiceJet,SP8063,London,Sydney,UK,Australia,Europe,Asia Pacific,Boeing 777-200LR,122,Airspace closure — NOTAM
2026-05-25,IndiGo,IN5355,Mumbai,Doha,India,Qatar,South Asia,Middle East,Airbus A330-300,85,Crew duty-time exceedance after long reroutes
2026-05-25,Air India,AI3697,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Airbus A321neo,376,Government travel ban
2026-05-25,Avianca,AV9299,Muscat,London,Oman,UK,Middle East,Europe,Airbus A320neo,311,Insurance restriction — war zone
2026-05-25,Aeroflot,AE6642,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Airbus A321neo,290,Government travel ban
2026-05-26,EgyptAir,EG2210,Doha,Madrid,Qatar,Spain,Middle East,Europe,Airbus A321neo,219,Insurance restriction — war zone
2026-05-26,KLM,KL6905,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 737-800,80,Insurance restriction — war zone
2026-05-26,KLM,KL2679,Istanbul,Tehran,Turkey,Iran,Middle East,Middle East,Boeing 737-800,212,Crew safety — company policy
2026-05-26,Qatar Airways,QA2073,Dubai,Islamabad,UAE,Pakistan,Middle East,South Asia,Airbus A330-300,354,Airspace closure — NOTAM
2026-05-26,Oman Air,OM6522,Istanbul,Karachi,Turkey,Pakistan,Middle East,South Asia,Boeing 737-800,325,ATC flow restrictions — congestion
