date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-05-27,Air France,AI2755,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,9736,12335,2599,9251.17,2.8
2026-05-27,British Airways,BR5030,Muscat,London,Oman,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8052,9255,1203,7196.77,0.4
2026-05-27,Air Algerie,AI8122,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,5404,6309,905,4533.0,0.7
2026-05-27,China Southern,CH2401,London,Santiago,UK,Chile,Europe,Latin America,Direct Gulf route,Via Jordan–Egypt alternate,6081,7052,971,6159.78,1.5
2026-05-27,Kenya Airways,KE4714,Johannesburg,London,South Africa,UK,Africa,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,10721,12032,1311,5325.14,5.0
2026-05-27,Qantas,QA751,Doha,Seoul,Qatar,South Korea,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9658,10783,1125,5808.77,0.8
2026-05-27,flynas,FL2534,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,7167,7936,769,3946.2,3.0
2026-05-27,Air France,AI6345,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,11298,12993,1695,10623.7,5.8
2026-05-27,KLM,KL5357,Dubai,Paris,UAE,France,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,3468,5240,1772,10268.92,1.6
2026-05-27,Copa Airlines,CO2028,Paris,Doha,France,Qatar,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4690,7387,2697,13709.97,4.7
2026-05-27,Vietnam Airlines,VI421,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10607,11707,1100,4135.05,5.1
2026-05-27,Southwest Airlines,SO2310,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Direct Middle East overfly,Via Central Asian detour,7143,8145,1002,4637.71,5.3
2026-05-27,Iran Air,IR984,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,4725,5551,826,5630.69,5.7
2026-05-27,flydubai,FL3072,Moscow,Tehran,Russia,Iran,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,2171,3861,1690,10153.76,3.0
2026-05-28,SpiceJet,SP362,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,4407,5944,1537,9218.66,1.7
2026-05-28,Korean Air,KO7336,New York,Dubai,USA,UAE,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,8872,10291,1419,7640.55,2.3
2026-05-28,British Airways,BR5986,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5416,6990,1574,5676.76,3.3
2026-05-28,Aeroflot,AE4491,London,São Paulo,UK,Brazil,Europe,Latin America,Direct Gulf route,Via Jordan–Egypt alternate,3233,3871,638,3495.09,4.4
2026-05-28,LATAM Airlines,LA3758,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,11758,12308,550,2034.76,1.6
2026-05-28,Pakistan International Airlines,PA7480,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,5337,8159,2822,11683.57,2.4
2026-05-28,Air New Zealand,AI5386,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,8741,10961,2220,13743.7,4.4
2026-05-28,Azul Brazilian Airlines,AZ6570,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2233,2949,716,2823.26,1.5
2026-05-28,easyJet,EA2264,Dubai,Helsinki,UAE,Finland,Middle East,Europe,Direct Middle East overfly,Via Central Asian detour,8036,9460,1424,7871.96,1.8
2026-05-28,flydubai,FL1179,Abu Dhabi,Washington,UAE,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3436,5401,1965,7874.32,2.6
2026-05-28,Iran Air,IR1000,Bahrain,London,Bahrain,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11741,13681,1940,6967.2,5.5
2026-05-28,Lufthansa,LU5924,Singapore,Los Angeles,Singapore,USA,Asia Pacific,North America,Via Strait of Hormuz,Via Red Sea–Suez route,10531,11935,1404,7445.75,0.9
2026-05-28,Emirates,EM3322,São Paulo,London,Brazil,UK,Latin America,Europe,Direct Middle East overfly,Via Central Asian detour,2962,5305,2343,15096.77,0.7
2026-05-28,South African Airways,SO8481,Toronto,London,Canada,UK,North America,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,9632,10975,1343,6996.06,3.7
2026-05-28,IndiGo,IN110,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,11943,13554,1611,8646.56,1.9
2026-05-28,TAP Air Portugal,TA9520,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10396,11610,1214,6294.37,4.0
2026-05-28,Kuwait Airways,KU6244,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,8884,11203,2319,13721.07,0.9
2026-05-28,SpiceJet,SP3166,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,4295,4821,526,2363.72,2.4
2026-05-28,Ryanair,RY5743,Muscat,London,Oman,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3148,4112,964,6243.46,1.9
2026-05-28,Mahan Air,MA9683,Shanghai,Doha,China,Qatar,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,3873,5105,1232,5257.42,3.5
2026-05-29,LATAM Airlines,LA2853,Seoul,London,South Korea,UK,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5047,7485,2438,11885.68,4.3
2026-05-29,Air Arabia,AI183,Doha,Paris,Qatar,France,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,4416,5476,1060,4026.41,0.6
2026-05-29,easyJet,EA451,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,3436,3939,503,2781.48,1.7
2026-05-29,SAS,SA8948,Singapore,London,Singapore,UK,Asia Pacific,Europe,Direct Middle East overfly,Via Central Asian detour,9492,10492,1000,4735.6,5.4
2026-05-29,LATAM Airlines,LA6775,London,Doha,UK,Qatar,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,9987,11104,1117,7444.5,5.4
2026-05-29,Cathay Pacific,CA5090,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,4764,6154,1390,5211.13,5.2
2026-05-29,FedEx Express,FE5600,New York,Doha,USA,Qatar,North America,Middle East,Direct Middle East overfly,Via Central Asian detour,7335,9078,1743,7726.95,2.6
2026-05-29,Qatar Airways,QA513,Los Angeles,London,USA,UK,North America,Europe,Direct Gulf route,Via Jordan–Egypt alternate,4227,5154,927,5482.87,1.2
2026-05-29,LATAM Airlines,LA2728,Doha,New York,Qatar,USA,Middle East,North America,Direct Tehran overfly,Via Ashgabat–Almaty route,3356,4144,788,4485.92,1.6
2026-05-29,flydubai,FL8444,Singapore,Los Angeles,Singapore,USA,Asia Pacific,North America,Via Strait of Hormuz,Via Red Sea–Suez route,7978,8965,987,4818.63,3.4
2026-05-29,TAP Air Portugal,TA9156,Doha,Toronto,Qatar,Canada,Middle East,North America,Via Baghdad FIR,Via Ankara–Baku corridor,11840,12957,1117,7006.58,3.6
2026-05-29,SAS,SA1281,Dubai,Sydney,UAE,Australia,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4941,7540,2599,12270.1,1.1
2026-05-29,Air China,AI5727,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,11705,13080,1375,7382.52,4.0
2026-05-29,Kuwait Airways,KU8613,Delhi,Dubai,India,UAE,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,11809,12341,532,3091.55,4.2
2026-05-29,Ethiopian Airlines,ET5560,Paris,Beirut,France,Lebanon,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,7308,8808,1500,10461.61,4.3
2026-05-29,Air India,AI7718,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3343,4964,1621,6243.75,3.8
2026-05-29,Mahan Air,MA3350,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,9746,11671,1925,12111.38,2.4
2026-05-30,United Airlines,UN1504,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,3581,4749,1168,7875.99,1.5
2026-05-30,Air India,AI8582,Dubai,Vancouver,UAE,Canada,Middle East,North America,Via Strait of Hormuz,Via Red Sea–Suez route,3815,4540,725,4119.49,1.8
2026-05-30,Ryanair,RY9369,Moscow,Doha,Russia,Qatar,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,6048,7160,1112,4751.02,3.5
2026-05-30,Royal Air Maroc,RO1960,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,9031,9565,534,2877.08,0.7
2026-05-30,Japan Airlines,JA2864,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2980,3524,544,2371.31,5.5
2026-05-30,WestJet,WE7935,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,3163,3967,804,5499.83,1.8
2026-05-30,British Airways,BR3851,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,4263,5360,1097,7535.66,3.6
2026-05-30,Kuwait Airways,KU8619,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Via Persian Gulf,Via Indian Ocean southern route,9507,11951,2444,14069.64,4.6
2026-05-30,Malaysia Airlines,MA3996,Seoul,London,South Korea,UK,Asia Pacific,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,9632,10829,1197,5311.33,5.6
2026-05-30,Copa Airlines,CO7106,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,5389,6282,893,4786.61,2.6
2026-05-30,ANA,AN7302,London,Sydney,UK,Australia,Europe,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,6559,7210,651,4473.07,1.1
2026-05-30,Air Algerie,AI6010,Dubai,New York,UAE,USA,Middle East,North America,Via Baghdad FIR,Via Ankara–Baku corridor,2772,3799,1027,5379.85,4.7
2026-05-30,SpiceJet,SP6453,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3976,4955,979,3498.5,5.4
2026-05-30,Pakistan International Airlines,PA4160,Riyadh,London,Saudi Arabia,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7768,8858,1090,7098.43,5.7
2026-05-30,FedEx Express,FE9496,Dubai,London,UAE,UK,Middle East,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,8590,9988,1398,6042.45,5.7
2026-05-30,Qatar Airways,QA9154,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2673,3365,692,2462.91,1.8
2026-05-30,SAS,SA1710,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,3607,6516,2909,16652.43,5.5
2026-05-30,Oman Air,OM4113,Chicago,Doha,USA,Qatar,North America,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5637,7486,1849,7460.34,3.1
2026-05-31,Kuwait Airways,KU1652,Los Angeles,London,USA,UK,North America,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5788,8349,2561,15030.08,2.7
2026-05-31,Gulf Air,GU3146,Beijing,Dubai,China,UAE,Asia Pacific,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,7811,8261,450,2562.66,0.6
2026-05-31,Thai Airways,TH4142,Chicago,Dubai,USA,UAE,North America,Middle East,Direct Middle East overfly,Via Central Asian detour,9717,11242,1525,8981.94,3.5
2026-05-31,South African Airways,SO9564,Santiago,London,Chile,UK,Latin America,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,9383,10185,802,2919.23,3.8
2026-05-31,FedEx Express,FE9202,Karachi,Istanbul,Pakistan,Turkey,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2112,2956,844,5013.66,3.9
2026-05-31,Gulf Air,GU9069,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Direct Gulf route,Via Jordan–Egypt alternate,8222,8938,716,4661.73,3.1
2026-05-31,Air India,AI3453,Toronto,Doha,Canada,Qatar,North America,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,7370,8436,1066,6567.31,5.9
2026-05-31,Gulf Air,GU3172,Madrid,Doha,Spain,Qatar,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,3532,4492,960,6517.55,5.7
2026-05-31,EgyptAir,EG3183,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Via Persian Gulf,Via Indian Ocean southern route,9702,10908,1206,4620.22,4.3
2026-05-31,Ryanair,RY5706,London,Riyadh,UK,Saudi Arabia,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,8524,9118,594,2985.08,1.4
2026-05-31,Azul Brazilian Airlines,AZ664,Doha,Toronto,Qatar,Canada,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5786,8135,2349,13024.35,1.4
2026-05-31,Vietnam Airlines,VI2616,London,Abu Dhabi,UK,UAE,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,4063,6718,2655,12182.13,3.9
2026-05-31,LATAM Airlines,LA1478,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Via Persian Gulf,Via Indian Ocean southern route,6077,7829,1752,6515.08,5.2
2026-06-01,WestJet,WE2024,London,Kuwait City,UK,Kuwait,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,6908,9252,2344,10315.02,1.3
2026-06-01,United Airlines,UN5680,Dubai,Chicago,UAE,USA,Middle East,North America,Via Strait of Hormuz,Via Red Sea–Suez route,10144,11110,966,5598.06,3.1
2026-06-01,UPS Airlines,UP3027,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,10502,11844,1342,9036.4,2.7
2026-06-01,Air New Zealand,AI8295,Mumbai,Doha,India,Qatar,South Asia,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2918,4943,2025,8715.03,4.8
2026-06-01,LATAM Airlines,LA8390,Bangkok,Dubai,Thailand,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,11212,12584,1372,8226.15,5.1
2026-06-01,UPS Airlines,UP5335,Los Angeles,London,USA,UK,North America,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,5553,7538,1985,13735.99,3.1
2026-06-01,easyJet,EA3646,Doha,Toronto,Qatar,Canada,Middle East,North America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3149,5088,1939,13462.7,1.3
2026-06-01,China Southern,CH428,London,Beijing,UK,China,Europe,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,7312,9072,1760,7941.41,2.2
2026-06-01,Asiana Airlines,AS6991,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,8602,9643,1041,4279.59,0.7
2026-06-01,Copa Airlines,CO7283,Kuala Lumpur,Dubai,Malaysia,UAE,Asia Pacific,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6455,7966,1511,8703.54,5.3
2026-06-01,Pakistan International Airlines,PA7662,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6866,9392,2526,9618.22,1.0
2026-06-01,Emirates SkyCargo,EM1625,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Via Persian Gulf,Via Indian Ocean southern route,2993,5012,2019,13388.66,5.9
2026-06-01,Air India,AI5278,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5073,7485,2412,8867.75,3.2
2026-06-02,Thai Airways,TH8879,Madrid,Doha,Spain,Qatar,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,3039,4185,1146,6775.38,4.0
2026-06-02,Qatar Airways,QA1658,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Direct Middle East overfly,Via Central Asian detour,9556,11392,1836,9303.72,0.9
2026-06-02,Cathay Pacific,CA3166,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Direct Tehran overfly,Via Ashgabat–Almaty route,9693,11371,1678,11652.75,5.2
2026-06-02,Singapore Airlines,SI1393,Dubai,Toronto,UAE,Canada,Middle East,North America,Via Persian Gulf,Via Indian Ocean southern route,8685,11257,2572,11707.37,3.6
2026-06-02,American Airlines,AM5333,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,7791,9490,1699,9250.37,4.2
2026-06-02,Air France,AI3607,Mumbai,Dubai,India,UAE,South Asia,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,9855,11296,1441,7985.2,0.8
2026-06-02,Air New Zealand,AI8761,Toronto,London,Canada,UK,North America,Europe,Direct Gulf route,Via Jordan–Egypt alternate,8615,9174,559,2347.61,1.3
2026-06-02,Qantas,QA7300,Casablanca,Dubai,Morocco,UAE,Africa,Middle East,Direct Middle East overfly,Via Central Asian detour,2709,4555,1846,7312.24,5.5
2026-06-02,American Airlines,AM8339,London,Tokyo,UK,Japan,Europe,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,10226,12408,2182,14718.01,4.9
2026-06-02,Emirates,EM2126,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,9921,10569,648,4500.81,1.9
2026-06-02,Air Arabia,AI858,Dubai,Seoul,UAE,South Korea,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10314,12412,2098,13492.82,5.4
2026-06-02,Garuda Indonesia,GA9991,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6691,8852,2161,10777.71,3.1
2026-06-02,American Airlines,AM6318,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Direct Middle East overfly,Via Central Asian detour,11241,12750,1509,8245.36,5.4
2026-06-02,Aeroflot,AE5055,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,9528,11495,1967,8073.98,4.4
2026-06-02,Vietnam Airlines,VI8474,Cairo,Dubai,Egypt,UAE,North Africa,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,7082,8564,1482,9068.89,5.8
2026-06-03,easyJet,EA1935,Dubai,Mumbai,UAE,India,Middle East,South Asia,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7246,9006,1760,8582.03,3.2
2026-06-03,Japan Airlines,JA5967,London,Dubai,UK,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9828,11366,1538,10352.23,1.1
2026-06-03,Jazeera Airways,JA4176,Singapore,Auckland,Singapore,New Zealand,Asia Pacific,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,7175,8403,1228,4773.9,2.2
2026-06-03,Pakistan International Airlines,PA3019,Dubai,Vancouver,UAE,Canada,Middle East,North America,Via Baghdad FIR,Via Ankara–Baku corridor,8820,9830,1010,5213.03,0.9
2026-06-03,Swiss International Air Lines,SW4260,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Via Persian Gulf,Via Indian Ocean southern route,3503,5578,2075,7438.15,1.2
2026-06-03,Avianca,AV7994,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,4020,4795,775,4019.99,5.6
2026-06-03,Thai Airways,TH1598,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6065,7795,1730,8865.31,1.9
2026-06-03,IndiGo,IN467,Dubai,Auckland,UAE,New Zealand,Middle East,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,4967,6087,1120,4188.29,2.9
2026-06-03,Qatar Airways,QA6252,Chicago,Doha,USA,Qatar,North America,Middle East,Via Persian Gulf,Via Indian Ocean southern route,2238,5502,3264,12295.29,3.6
2026-06-03,Etihad Airways,ET8964,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,10445,11530,1085,5469.01,0.6
2026-06-03,Air Canada,AI931,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,10092,11478,1386,5875.39,1.5
2026-06-03,Ryanair,RY3016,Dubai,Paris,UAE,France,Middle East,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,5049,6398,1349,4919.95,3.3
2026-06-03,Air Algerie,AI8193,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Direct Gulf route,Via Jordan–Egypt alternate,9736,10586,850,5400.0,4.1
2026-06-03,Jazeera Airways,JA5919,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,4817,6905,2088,13468.9,1.7
2026-06-03,South African Airways,SO7718,Moscow,Doha,Russia,Qatar,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,5296,6880,1584,8174.05,0.5
2026-06-03,British Airways,BR8597,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Via Baghdad FIR,Via Ankara–Baku corridor,9859,10553,694,4213.4,2.5
2026-06-03,Aeroflot,AE9338,Paris,Doha,France,Qatar,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11053,12196,1143,4516.68,5.1
2026-06-03,Cargolux,CA2651,Sydney,Dubai,Australia,UAE,Asia Pacific,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,10579,11847,1268,4858.63,0.6
2026-06-03,Aeromexico,AE6017,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Via Baghdad FIR,Via Ankara–Baku corridor,4653,5272,619,2704.37,4.0
2026-06-03,IndiGo,IN2460,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Via Persian Gulf,Via Indian Ocean southern route,8512,10128,1616,8034.74,0.7
2026-06-04,Emirates,EM8844,Dubai,Chicago,UAE,USA,Middle East,North America,Direct Middle East overfly,Via Central Asian detour,6185,8343,2158,10952.23,5.1
2026-06-04,Aeroflot,AE5906,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Via Strait of Hormuz,Via Red Sea–Suez route,11562,12267,705,4500.84,5.7
